Series,N,NF,Category,Starting Year,Starting Month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
N2551,134,18,FINANCE,1983,1,2034.42,2049.75,2025.93,2099.94,2205.36,2178.39,2108.73,2104.26,2121.6,2245.59,2313.15,2264.19,2494.23,2555.34,2504.94,2500.53,2446.23,2301.24,2306.55,2368.41,2380.98,2472.42,2456.79,2460.09,2622.12,2854.02,2715.69,2670.78,2733.57,2700.15,2697.03,2652.96,2734.32,2597.67,2829.18,2579.07,2724.15,2957.88,2817.6,2893.47,2900.25,2934.12,3231.27,3225.99,3190.23,3386.25,3578.91,3583.56,3583.05,3665.82,3556.08,3496.05,3518.76,3402.63,3588.12,3628.11,3653.82,3682.35,3708.45,3686.43,3874.56,3952.95,3880.38,3883.53,3975.96,3900.36,3926.43,3927.51,3946.14,4029.0,4075.77,3858.99,4060.92,4054.83,4114.05,4021.74,4116.6,4222.26,4276.5,4310.13,4318.41,4739.19,4842.54,4696.68,5219.4,5264.64,5125.68,5134.08,5182.29,5290.98,5353.92,5486.22,5502.12,5521.71,5423.55,5334.48,5479.56,5609.07,5679.24,5750.52,5782.95,5855.82,5915.07,6100.71,6222.3,6603.99,6704.91,6760.32,6863.04,7018.53,7179.12,7111.17,7184.58,7379.88,7445.67,7798.56,8036.73,7992.51,8191.59,8095.17,8057.22,8269.26,8500.83,8650.98,8543.55,8613.39,8774.49,8902.71,9055.62,8933.31,8919.24,9073.17,8956.89,9077.64,,,,,,,,,,
N2552,134,18,FINANCE,1983,1,6747.7,6642.2,6600.6,6812.8,6759.6,6754.4,6864.7,6876.6,6870.2,6888.9,6876.4,7033.0,5161.8,5091.3,5091.5,5196.5,5105.3,4963.0,4883.4,5051.1,5140.2,5014.2,4887.0,5078.7,5171.4,5008.7,4989.0,5186.4,5271.2,5231.2,5286.3,5630.8,5636.4,5757.2,6199.5,8451.6,8022.6,7671.3,7355.0,7381.2,7247.5,7267.8,7386.7,7887.0,8137.6,7708.1,7661.4,7666.9,7240.0,7154.6,7126.2,7355.1,7230.3,7298.5,7151.8,7150.0,7156.6,7138.0,7307.6,7328.9,7382.8,7292.2,7320.7,7265.9,7295.2,7314.8,7295.3,7267.2,7265.5,7284.5,7329.7,7217.3,7261.2,7223.7,7200.0,7171.7,7267.0,7165.1,7146.4,7065.2,6979.7,6836.6,6646.8,6679.3,6694.4,6694.1,6507.6,6372.6,6338.6,6249.4,6170.7,6232.3,6172.3,6110.5,6016.6,6111.6,6079.3,6054.4,5999.4,5868.2,5769.2,5809.2,5671.0,5640.8,5643.1,5639.9,5632.7,5721.0,5542.6,5442.3,5424.7,5450.8,5334.9,5279.0,5400.1,5538.1,5500.5,5524.2,5486.3,5495.1,5590.7,5590.8,5705.2,5603.2,5557.8,5632.4,5575.6,5696.9,5627.7,5658.2,5670.3,5728.0,5855.0,5905.4,,,,,,,,,,
N2553,133,18,FINANCE,1983,1,4992.0,5019.0,5007.0,5046.0,5085.0,5124.0,5154.0,5199.0,5199.0,5184.0,5196.0,5118.0,4272.0,4260.0,4284.0,4275.0,4248.0,4221.0,4215.0,4248.0,4278.0,4287.0,4290.0,4278.0,4293.0,4284.0,4236.0,4287.0,4350.0,4407.0,4437.0,4527.0,4626.0,4773.0,4968.0,5442.0,5805.0,5724.0,5616.0,5550.0,5550.0,5583.0,5652.0,5871.0,6129.0,6012.0,5910.0,5895.0,5697.0,5781.0,5799.0,5820.0,5850.0,5850.0,5802.0,5784.0,5799.0,5805.0,5835.0,5859.0,5808.0,5832.0,5877.0,5916.0,5931.0,5949.0,5946.0,5907.0,5847.0,5838.0,5838.0,5766.0,5724.0,5700.0,5679.0,5649.0,5634.0,5619.0,5589.0,5514.0,5508.0,5442.0,5397.0,5424.0,5412.0,5418.0,5412.0,5406.0,5346.0,5325.0,5319.0,5364.0,5364.0,5334.0,5277.0,5268.0,5331.0,5349.0,5355.0,5325.0,5304.0,5289.0,5274.0,5232.0,5289.0,5337.0,5364.0,5382.0,5391.0,5409.0,5355.0,5355.0,5307.0,5274.0,5337.0,5346.0,5346.0,5364.0,5319.0,5280.0,5235.0,5292.0,5370.0,5430.0,5436.0,5388.0,5445.0,5472.0,5478.0,5409.0,5415.0,5442.0,5610.0,,,,,,,,,,,
N2554,133,18,FINANCE,1983,1,3273.35,3247.77,3271.3,3295.72,3315.36,3376.52,3423.68,3486.65,3532.01,3575.96,3629.21,3744.75,3739.44,3791.6,3830.35,3880.58,3981.19,4078.01,4130.68,4212.09,4272.58,4317.93,4369.64,4494.99,4489.99,4511.4,4580.21,4655.56,4726.66,4795.59,4858.23,4930.68,5033.27,5081.82,5142.17,5262.49,5259.6,5256.44,5268.8,5336.7,5399.42,5451.72,5518.16,5592.26,5674.88,5725.28,5748.82,5811.03,5720.07,5671.01,5666.16,5725.28,5753.36,5830.22,5918.27,5989.14,6038.38,6036.12,6062.72,6185.21,6177.03,6154.67,6168.91,6223.57,6271.25,6347.74,6383.08,6482.56,6521.84,6538.64,6603.68,6737.0,6905.56,6875.73,6869.12,6928.2,6980.17,7029.79,7055.82,7135.79,7162.69,7193.58,7237.09,7363.17,7301.88,7267.51,7223.7,7250.2,7281.16,7314.07,7356.1,7413.45,7434.1,7418.55,7439.52,7528.83,7417.45,7348.3,7318.71,7332.44,7329.35,7327.83,7313.74,7347.75,7354.14,7363.09,7360.85,7490.52,7401.43,7323.91,7276.24,7262.04,7253.17,7274.78,7269.17,7319.54,7348.84,7347.66,7376.51,7569.44,7485.29,7453.74,7431.33,7464.47,7447.78,7488.3,7536.45,7632.68,7703.84,7761.01,7841.48,8072.98,8015.09,,,,,,,,,,,
N2555,133,18,FINANCE,1983,1,3002.62,2974.18,2979.94,2986.22,2992.02,3041.3,3098.28,3168.04,3219.46,3265.48,3313.4,3439.56,3437.92,3517.18,3554.3,3617.26,3728.52,3831.7,3898.4,3984.66,4039.52,4080.52,4119.58,4232.12,4260.04,4295.5,4372.12,4446.32,4475.44,4528.72,4581.24,4633.72,4706.46,4737.84,4786.88,4901.1,4920.58,4916.32,4923.78,4994.34,5023.9,5053.58,5111.02,5163.38,5203.92,5228.88,5286.54,5336.14,5275.12,5251.06,5251.12,5318.52,5347.9,5418.7,5489.32,5539.34,5621.44,5603.3,5610.8,5743.08,5761.68,5763.32,5787.68,5860.78,5908.0,5997.78,6039.86,6162.28,6243.9,6258.56,6355.06,6495.84,6378.68,6357.74,6328.26,6411.86,6461.1,6499.34,6517.86,6609.76,6650.04,6704.4,6730.74,6855.4,6826.38,6766.66,6660.92,6720.52,6749.5,6682.76,6733.16,6810.5,6853.96,6831.6,6850.68,6941.74,6814.56,6768.18,6694.18,6704.12,6667.04,6637.46,6650.82,6673.1,6668.34,6706.84,6674.58,6814.26,6734.66,6637.52,6570.58,6563.68,6541.44,6530.04,6536.98,6543.4,6548.74,6529.44,6502.98,6637.38,6607.1,6601.2,6595.28,6645.32,6668.3,6711.84,6798.96,6908.98,6993.98,7051.18,7168.58,7342.8,7304.66,,,,,,,,,,,
N2556,133,18,FINANCE,1983,1,3777.8,3777.1,3854.35,3881.9,3917.4,3993.55,4034.4,4076.7,4088.85,4121.3,4154.05,4165.5,4147.9,4135.2,4146.95,4168.9,4220.65,4287.15,4345.75,4398.5,4416.85,4446.55,4470.9,4494.2,4485.7,4501.3,4585.75,4698.05,4837.0,4896.75,4998.35,5112.85,5425.15,5551.55,5559.1,5582.8,5659.15,5707.5,5760.35,5840.45,5983.95,6147.5,6302.15,6405.95,6737.8,6875.0,6784.0,6700.1,6583.8,6520.5,6516.95,6574.5,6590.15,6693.1,6893.5,7020.15,7049.65,7007.2,6980.0,6993.75,7000.95,6988.25,7013.4,7056.8,7089.15,7153.5,7175.15,7219.05,7241.65,7251.35,7227.0,7233.85,6980.25,6929.35,6872.7,6948.4,7024.45,7105.15,7131.65,7160.25,7221.6,7069.6,7043.2,6942.9,6936.45,6853.35,6788.65,6802.65,6811.35,6822.45,6871.75,6885.0,6946.0,6970.45,6824.4,6662.9,6576.15,6451.3,6355.15,6383.65,6392.6,6374.6,6364.0,6433.4,6266.75,6216.8,6163.2,6096.85,5962.05,6015.8,5919.35,5919.75,5808.4,5833.05,5851.2,5861.5,5833.45,5817.95,5827.9,5856.35,5800.45,5634.3,5592.7,5626.15,5465.55,5566.5,5653.8,5593.2,5632.25,5630.1,5740.0,5873.2,5896.85,,,,,,,,,,,
N2557,133,18,FINANCE,1983,1,4694.6,4675.7,4708.1,4750.5,4783.8,4865.2,4913.9,5012.1,5112.3,5176.7,5257.8,5347.1,5379.4,5525.3,5643.6,5707.6,5868.3,6029.5,6015.3,6201.7,6332.3,6459.5,6561.3,6616.5,6607.8,6623.1,6694.6,6775.3,6852.1,6930.3,7007.0,7088.3,7143.1,7138.2,7209.1,7271.5,7216.9,7190.5,7207.8,7253.6,7282.7,7337.2,7389.0,7480.9,7554.5,7601.0,7634.9,7707.5,7529.0,7473.1,7465.4,7498.7,7523.2,7637.2,7756.0,7882.9,7977.7,8023.9,8057.7,8102.8,8088.0,8064.4,8108.0,8154.2,8219.3,8313.7,8393.2,8570.9,8652.3,8728.2,8784.6,8834.0,8804.6,8786.1,8812.9,8878.8,8923.6,8969.4,9036.9,9175.5,9239.8,9277.9,9282.3,9311.5,9259.2,9195.4,9147.0,9158.0,9173.0,9180.0,9229.0,9313.2,9308.8,9329.8,9307.8,9305.7,9177.1,9069.1,9004.0,9141.3,9154.9,9192.4,9156.0,9247.1,9281.9,9241.2,9220.4,9268.1,9189.5,9146.9,9116.4,9134.0,9160.5,9199.5,9224.8,9336.0,9464.4,9551.7,9609.2,9764.1,9826.2,9878.5,9977.8,10153.4,10301.9,10478.1,10602.7,10809.5,10968.7,11083.0,11234.2,11445.1,11505.5,,,,,,,,,,,
N2558,133,18,FINANCE,1983,1,6218.2,5992.8,5978.2,6016.6,6082.0,6175.8,6220.8,6304.8,6397.4,6517.8,6766.0,7516.4,7203.4,6967.6,6890.2,6903.0,6976.0,7060.4,7022.4,7081.4,7127.6,7189.0,7431.8,8188.4,7824.0,7534.8,7469.6,7491.2,7564.4,7567.2,7523.4,7603.0,7576.6,7634.8,7846.0,8598.4,8193.4,7857.6,7787.0,7744.8,7811.2,7786.6,7731.2,7774.0,7732.2,7748.2,7891.2,8662.6,8258.0,7937.8,7840.8,7856.2,7924.2,7920.2,7895.8,7977.2,7979.2,8074.0,8324.0,9203.8,8773.2,8446.8,8369.2,8346.0,8363.6,8386.2,8348.2,8402.0,8355.6,8471.8,8729.4,9760.6,8287.8,7917.8,7762.0,7747.8,7820.0,7784.2,7778.4,7871.6,7799.6,7763.0,7963.2,8830.8,8363.4,8017.8,7988.2,7902.6,7930.0,7941.8,7818.6,7896.2,7777.8,7625.4,7799.8,8692.8,8142.8,7692.0,7495.6,7350.0,7060.0,6931.4,6856.0,6970.0,6805.0,6816.0,7074.0,7966.4,7462.2,7170.2,7074.0,7107.8,7146.2,7083.0,6929.2,7188.6,7185.0,7288.2,7335.6,8415.8,8011.4,7692.4,7606.0,7643.6,7736.2,7762.6,7808.6,7937.6,7968.4,8062.0,8409.4,9476.4,8997.2,,,,,,,,,,,
N2559,133,18,FINANCE,1983,1,1950.9,2002.5,2040.5,2105.5,2139.6,2202.6,2216.7,2262.7,2300.3,2329.7,2360.5,2400.3,2497.9,2648.1,2755.0,2827.1,2969.7,3058.7,3149.6,3213.0,3365.6,3400.6,3457.8,3658.7,3675.6,3842.2,3958.6,4023.6,4189.3,4397.4,4479.1,4576.0,4584.1,4646.2,4822.5,4952.7,4924.8,5051.5,5073.5,5231.1,5378.1,5379.3,5411.8,5566.6,5486.9,5548.1,5586.2,5663.5,5660.6,5651.3,5667.8,5755.9,5788.6,5872.9,5871.9,5894.8,5825.7,5893.1,6034.8,6084.1,6109.5,6112.2,6086.7,6135.6,6232.7,6308.7,6329.9,6407.4,6304.4,6254.2,6297.3,6341.4,6787.8,6789.4,6729.3,6761.7,6777.6,6689.7,6662.2,6621.4,6534.0,6454.1,6410.2,6330.1,6184.5,6132.1,6132.0,6095.9,5972.3,5902.1,5850.1,5715.3,5555.3,5432.8,5370.3,5216.4,5205.6,5218.0,5265.2,5155.6,5054.6,4978.1,4891.8,4775.4,4687.1,4751.1,4711.6,4596.5,4513.6,4421.8,4299.8,4229.2,4220.2,4176.8,4181.3,4193.2,4131.7,4203.1,4274.6,4346.1,4280.4,4197.5,4169.5,4027.5,3921.0,3725.0,3648.5,3591.9,3498.5,3425.1,3350.0,3300.0,3250.0,,,,,,,,,,,
N2560,133,18,FINANCE,1983,1,8204.0,7560.0,7338.0,7960.0,7886.0,8318.0,8712.0,8914.0,8676.0,8486.0,8314.0,8262.0,8600.0,8050.0,7888.0,7910.0,8040.0,8578.0,8944.0,8904.0,8656.0,8580.0,8434.0,8630.0,8658.0,8024.0,7640.0,7668.0,7836.0,8150.0,8632.0,8934.0,8692.0,8482.0,8290.0,8608.0,8728.0,7940.0,7472.0,7146.0,6808.0,6890.0,7116.0,7186.0,6922.0,6704.0,6416.0,6542.0,6778.0,6410.0,6370.0,6570.0,6798.0,7046.0,7466.0,7762.0,7686.0,7526.0,7174.0,7208.0,7518.0,7072.0,6892.0,7108.0,7208.0,7320.0,7680.0,7936.0,7622.0,7452.0,7218.0,7348.0,7580.0,7142.0,6940.0,7194.0,7536.0,7914.0,8154.0,8510.0,8104.0,7894.0,7706.0,7870.0,8026.0,7606.0,7584.0,7856.0,8048.0,8384.0,8792.0,9444.0,9446.0,9498.0,9506.0,9644.0,9532.0,8808.0,8592.0,8714.0,9014.0,9182.0,9424.0,9714.0,9506.0,9058.0,8776.0,8724.0,8754.0,8302.0,7976.0,8188.0,8386.0,8720.0,9012.0,9084.0,8998.0,8904.0,8730.0,8730.0,8732.0,8296.0,8160.0,8560.0,8972.0,9134.0,9336.0,9456.0,9148.0,9198.0,9014.0,8424.0,8378.0,,,,,,,,,,,
N2561,133,18,FINANCE,1983,1,3715.65,3715.14,3768.48,3809.16,3855.42,3939.42,4014.06,4118.28,4165.56,4215.39,4261.38,4307.67,4350.54,4452.6,4490.16,4555.98,4688.85,4808.31,4899.69,5002.2,5061.33,5123.88,5164.32,5208.99,5238.69,5288.76,5409.72,5529.12,5659.74,5769.63,5863.35,5948.73,6170.01,6258.48,6287.19,6313.44,6368.61,6405.87,6446.1,6545.79,6676.26,6813.06,6958.56,7075.56,7337.79,7466.88,7435.35,7437.63,7388.52,7362.87,7391.16,7467.48,7523.07,7641.6,7805.58,7924.86,7992.69,7954.83,7958.7,7992.06,8003.25,8035.38,8103.87,8167.95,8237.7,8341.47,8394.87,8532.54,8590.53,8578.95,8583.39,8562.63,8633.79,8604.45,8572.38,8633.79,8704.83,8765.07,8766.87,8843.73,8853.3,8873.58,8840.19,8771.37,8738.4,8705.94,8668.77,8666.49,8690.7,8718.24,8721.63,8721.09,8723.7,8675.76,8592.27,8547.09,8448.93,8355.54,8276.82,8218.8,8138.76,8097.39,8051.34,8039.04,7996.11,7959.33,7846.65,7836.57,7823.01,7769.97,7789.77,7772.76,7761.0,7739.19,7753.71,7816.92,7861.26,7806.03,7774.44,7798.92,7740.51,7794.9,7798.35,7825.71,7885.8,7960.35,8029.38,8114.85,8198.73,8276.46,8311.8,8360.7,8345.25,,,,,,,,,,,
N2562,133,18,FINANCE,1983,1,2068.02,2004.12,2002.29,2023.17,2030.25,2081.64,2115.69,2157.42,2195.91,2235.57,2301.54,2514.06,2445.42,2418.48,2462.28,2498.13,2571.75,2651.61,2676.24,2748.36,2817.21,2863.08,2944.44,3185.28,3162.36,3140.13,3179.01,3235.68,3253.95,3294.63,3333.87,3396.15,3465.24,3509.1,3607.26,3866.79,3824.16,3765.48,3760.32,3813.03,3844.08,3873.87,3896.31,3940.68,3949.98,3986.76,4057.32,4309.86,4170.81,4097.7,4063.47,4134.09,4174.71,4256.73,4317.75,4374.39,4445.7,4480.59,4526.76,4854.57,4808.97,4724.16,4707.42,4755.12,4791.33,4867.83,4885.14,4957.62,4998.33,5053.83,5204.58,5521.8,5372.01,5287.05,5303.85,5361.12,5404.62,5486.79,5528.34,5651.82,5684.82,5722.2,5874.81,6283.23,6166.74,6126.21,6114.0,6168.84,6265.8,6330.06,6426.15,6530.88,6573.15,6592.89,6741.9,7044.03,6797.76,6732.99,6774.66,6832.83,6911.34,6963.51,6988.08,7089.84,7160.31,7222.32,7327.29,7706.28,7507.02,7368.15,7292.28,7306.32,7327.08,7397.88,7389.96,7451.58,7482.63,7499.49,7586.31,8038.47,7822.74,7723.2,7686.99,7733.49,7786.98,7829.79,7923.0,8089.89,8177.37,8253.27,8402.4,8893.35,8702.97,,,,,,,,,,,
N2563,133,18,FINANCE,1983,1,3348.54,3334.62,3354.12,3365.79,3370.62,3416.19,3447.36,3486.39,3533.43,3573.81,3620.7,3705.87,3711.42,3790.11,3821.67,3866.82,3953.04,4035.51,4067.73,4131.24,4174.47,4206.36,4236.03,4314.78,4300.65,4330.8,4374.45,4424.19,4482.9,5322.51,5377.47,5447.16,5464.56,5477.88,5532.06,5607.24,5586.03,5597.97,5599.98,5651.28,5677.92,5668.23,5699.61,5760.54,5736.87,5722.2,5753.79,5685.6,5600.88,5552.46,5543.85,5574.27,5562.3,5592.33,5631.48,5668.17,5676.75,5672.94,5702.7,5709.0,5718.87,5704.47,5695.44,5747.64,5784.72,5833.92,5869.23,5957.52,5976.66,5983.14,6023.07,6126.6,6710.88,6735.72,6731.13,6789.72,6831.06,6837.54,6872.22,6911.85,6949.98,6984.93,6996.27,7034.91,7000.5,6970.38,6888.33,6915.27,6886.98,6893.91,6920.52,6988.41,7005.45,6987.0,6984.39,6995.34,7005.66,6956.37,6904.65,6945.72,6937.98,6922.59,6901.83,6914.37,6906.03,6907.62,6908.58,6928.71,6874.26,6833.61,6746.67,6707.04,6671.43,6687.27,6663.84,6690.15,6702.66,6737.43,6768.78,6870.93,6892.62,6843.15,6808.65,6834.21,6670.56,6674.73,6656.97,6693.27,6735.42,6753.3,6810.24,6964.86,6997.02,,,,,,,,,,,
N2564,133,18,FINANCE,1983,1,3264.43,3252.45,3305.5,3326.58,3338.67,3383.71,3429.74,3474.28,3508.35,3564.82,3620.75,3689.66,3730.59,3797.49,3872.97,3919.87,4010.24,4088.2,4137.65,4195.91,4243.09,4303.18,4357.44,4426.02,4478.35,4518.98,4634.68,4703.88,4761.6,4810.9,4863.97,4908.87,4997.37,5060.72,5120.93,5176.6,5245.59,5295.26,5328.12,5385.54,5437.52,5470.51,5526.72,5566.64,5633.48,5701.45,5723.06,5720.06,5705.05,5708.64,5730.58,5776.05,5793.52,5851.19,5930.9,5962.08,5996.63,6015.02,6036.7,6086.75,6156.76,6189.96,6236.49,6274.61,6315.23,6371.18,6399.24,6457.08,6481.84,6520.07,6579.05,6625.53,6875.51,6900.57,6936.48,6979.96,7025.63,7053.7,7076.66,7112.05,7134.77,7187.46,7222.67,7243.53,7260.03,7284.93,7287.67,7300.87,7328.99,7341.2,7384.02,7394.5,7408.77,7409.84,7420.66,7387.65,7375.2,7367.73,7386.38,7386.87,7381.22,7359.18,7347.23,7334.42,7333.22,7355.73,7342.02,7335.1,7354.06,7342.25,7344.34,7317.36,7306.12,7308.66,7304.96,7310.23,7330.23,7341.95,7360.23,7410.93,7435.83,7472.28,7501.31,7521.93,7502.93,7524.28,7574.65,7625.03,7685.73,7756.2,7825.61,7900.82,7960.86,,,,,,,,,,,
N2565,133,18,FINANCE,1983,1,3749.4,3745.47,3815.01,3848.79,3875.19,3935.88,4001.64,4076.28,4107.24,4167.45,4235.13,4306.8,4388.73,4488.51,4551.15,4611.33,4718.58,4806.87,4885.02,4949.73,4981.62,5060.13,5128.41,5206.92,5281.47,5330.88,5490.42,5601.96,5700.78,5770.77,5842.32,5886.33,6064.5,6173.28,6236.04,6307.14,6415.44,6495.51,6538.29,6624.63,6723.99,6818.52,6939.12,7000.65,7208.04,7366.68,7375.62,7433.16,7439.1,7456.08,7495.35,7554.36,7575.33,7648.47,7789.23,7842.51,7855.23,7856.61,7900.23,7988.85,8053.98,8125.56,8210.61,8252.97,8292.42,8348.16,8379.78,8448.9,8454.42,8483.94,8532.21,8560.92,8676.72,8684.94,8676.15,8714.85,8751.6,8762.34,8746.83,8760.06,8740.92,8798.88,8813.43,8776.08,8769.06,8770.44,8758.02,8732.07,8731.11,8714.91,8707.41,8647.71,8624.31,8602.71,8570.82,8542.17,8478.3,8413.68,8358.18,8275.08,8175.72,8096.37,8043.54,7980.06,7911.81,7895.22,7832.25,7826.94,7846.59,7819.98,7862.61,7822.38,7795.32,7739.67,7747.77,7764.81,7782.99,7746.24,7765.8,7788.81,7762.11,7843.02,7869.39,7873.89,7920.21,7961.64,8024.04,8063.52,8119.5,8214.66,8305.59,8349.63,8368.68,,,,,,,,,,,
N2566,133,18,FINANCE,1983,1,2005.05,1995.33,2031.75,2054.61,2065.56,2105.64,2145.3,2176.14,2206.29,2255.64,2304.54,2372.64,2375.13,2407.17,2496.72,2535.15,2613.03,2680.56,2712.3,2774.16,2833.35,2889.09,2947.08,3008.4,3077.43,3125.43,3221.85,3280.62,3300.81,3331.95,3376.41,3425.61,3488.61,3539.19,3601.86,3652.74,3725.79,3770.37,3808.29,3859.74,3894.72,3914.58,3944.82,3973.65,3977.82,4021.74,4048.41,4074.75,4070.67,4101.81,4117.41,4183.89,4228.41,4299.3,4369.74,4406.55,4476.6,4519.47,4514.58,4591.92,4700.85,4731.27,4771.35,4812.87,4853.46,4914.51,4940.46,4988.55,5030.52,5096.13,5188.5,5228.07,5258.79,5295.66,5375.1,5429.76,5473.95,5536.41,5589.57,5683.14,5717.4,5770.98,5857.38,5956.32,6041.49,6139.26,6192.57,6249.72,6343.68,6385.35,6495.72,6560.25,6603.15,6643.05,6717.09,6676.56,6669.72,6755.07,6864.99,6928.2,6997.02,7024.65,7063.26,7117.95,7190.37,7274.49,7300.74,7306.92,7368.27,7394.22,7389.72,7409.61,7416.15,7463.85,7469.4,7481.52,7513.68,7554.18,7562.58,7628.97,7679.52,7751.52,7789.83,7843.5,7880.7,7900.14,8008.14,8122.59,8211.09,8313.75,8378.19,8444.22,8544.06,,,,,,,,,,,
N2567,133,18,FINANCE,1983,1,3351.9,3331.29,3379.47,3385.44,3384.84,3416.52,3448.38,3473.88,3512.7,3567.39,3617.82,3682.68,3717.0,3787.08,3851.7,3889.38,3967.71,4036.71,4067.73,4111.92,4153.29,4200.48,4233.06,4286.91,4307.1,4329.51,4410.18,4447.32,4497.3,5329.98,5373.18,5414.67,5439.0,5469.69,5524.89,5569.92,5595.54,5619.9,5637.75,5672.28,5693.85,5678.46,5696.19,5725.62,5714.58,5715.9,5745.18,5652.24,5605.35,5568.06,5579.01,5589.93,5576.79,5605.77,5633.73,5637.18,5658.09,5668.98,5695.29,5679.48,5715.45,5713.05,5727.51,5757.99,5799.81,5850.9,5877.45,5933.79,5960.58,5980.14,6016.44,6087.63,6691.02,6721.11,6758.19,6795.3,6851.34,6862.35,6893.55,6892.95,6945.99,6992.49,6997.2,6998.19,6969.57,6945.09,6912.42,6920.82,6912.15,6923.31,6948.93,6975.57,6998.85,6983.76,6974.07,6944.22,6977.58,6934.44,6935.97,6957.33,6970.92,6956.52,6934.89,6905.25,6897.48,6897.45,6893.04,6871.44,6847.29,6812.55,6780.69,6720.06,6706.86,6722.43,6697.71,6684.36,6694.05,6725.43,6752.31,6815.01,6865.86,6822.3,6844.71,6848.4,6707.88,6711.03,6691.74,6689.01,6726.6,6740.19,6793.05,6908.64,6969.84,,,,,,,,,,,
N2568,134,18,FINANCE,1983,1,5750.5,3881.6,4350.4,6623.4,3375.5,6651.7,4394.8,4968.3,6355.6,4515.7,4620.0,5804.4,6254.4,4788.6,4446.4,8018.0,3745.9,6928.2,5201.7,5520.9,6801.9,5225.1,5149.4,6240.4,7045.4,5402.1,4960.6,9459.3,3979.4,7215.1,5797.0,5577.6,7380.8,5788.6,5116.3,6819.3,7671.0,5337.0,4955.7,9143.8,4624.6,7702.4,6297.4,5652.3,7801.3,5901.2,5296.7,7803.5,8177.1,5546.3,5651.5,12289.7,4769.1,8294.5,6422.3,6021.3,9241.0,6229.5,5691.5,8546.9,8174.0,6027.9,6566.4,10926.6,5963.5,9914.0,6063.1,6939.0,9774.2,6358.2,6432.0,9365.5,8930.6,6189.7,6820.5,12889.2,7102.5,10824.9,6619.1,7613.6,9923.3,6842.6,7121.3,8913.0,9952.4,6514.1,6480.5,13960.4,6918.6,11060.1,7232.9,7846.2,10293.9,7698.6,7050.7,10190.0,10071.3,6765.7,6480.5,14038.0,6356.0,10338.9,7859.3,7642.6,10935.0,7806.5,7309.5,10363.6,10403.1,6274.7,7212.7,13835.1,6218.4,12087.8,7905.0,7810.1,11818.9,7682.9,7462.9,11368.6,11271.6,6597.9,8328.8,13201.7,7064.2,12857.0,8063.0,8673.8,12748.5,7866.8,8310.7,12541.6,12296.8,7294.0,,,,,,,,,,
N2569,134,18,FINANCE,1983,1,3354.35,3207.6,3477.0,3477.1,3152.0,3155.8,3268.0,3358.0,3080.5,3511.3,3389.7,3735.25,3402.6,3413.35,3651.0,3434.35,3569.55,3564.15,3421.6,4435.35,2561.7,4051.85,3997.8,3879.15,3922.3,3753.7,3955.4,4160.35,4089.55,3677.95,3575.3,4181.05,3659.55,4248.65,4227.55,4142.65,4160.05,3897.5,3985.0,4075.5,4282.1,3903.35,4263.9,4228.95,4096.95,4215.1,4002.7,4520.2,4196.4,4192.1,4222.3,4200.0,4166.4,4178.4,4328.1,4100.45,3860.3,4655.25,4196.85,5491.65,3292.2,4217.2,4747.35,4774.85,4110.9,4500.3,4177.45,4623.4,4378.45,4529.5,4672.7,5254.85,4325.0,4488.45,5199.2,4416.0,4824.55,5023.0,4221.5,4914.3,5268.9,4725.15,5045.3,5194.65,4562.1,5017.4,5906.4,4888.75,5583.4,6085.3,4912.65,6559.05,4101.3,5417.5,5911.5,5464.35,4953.1,4692.4,5298.9,5518.55,5846.3,5298.4,5971.2,6003.75,5811.9,5732.95,5888.95,5308.5,5984.95,5596.35,6141.95,6187.4,5447.85,5854.8,6109.85,5142.15,5636.35,6281.0,5367.75,7631.65,4144.95,5708.8,6363.15,6196.3,5380.25,5873.55,6010.35,5490.8,5946.05,6204.5,6074.4,6683.35,5367.75,5728.65,,,,,,,,,,
